workload_id,pool_size,source_backed_external_seconds,eager_external_seconds,mps_external_seconds,speedup_over_eager,speedup_over_mps,worker_materialization_seconds,peak_memory_fraction,source_backed_converged,eager_converged,mps_converged,all_scientific_and_resource_gates_pass
OPT-OMC-SCHED-E1-TEST-JAYDUI-P2048-INTRA-NARROW-v2,2048,47.633417850825936,115.34019384300336,74.12447676481679,2.4214133490108862,1.5561444067892247,29.478622403927147,0.3167759988283087,2048,2048,2048,True
OPT-OMC-SCHED-E1-TEST-OBEQIX-P2048-INTRA-NARROW-v2,2048,210.56333734793589,536.5977138108574,656.2980142249726,2.548390999921229,3.116867458937082,380.5466790101491,0.7200844851110408,2048,2048,2048,True
OPT-OMC-SCHED-E1-TEST-ROF-A-P2048-INTRA-WIDE-v2,2048,138.88653837470338,418.9338857270777,441.25656653987244,3.01637502546742,3.1771010473988626,323.88465367397293,0.6442822234384515,2048,2048,2048,True
OPT-OMC-SCHED-E1-TEST-ROF-C-P2048-INTRA-WIDE-v2,2048,93.64476616261527,215.9188707084395,212.01317953225225,2.3057227814899317,2.2640152591559555,138.3682350977324,0.5250163805530075,2048,2048,2048,True
OPT-OMC-SCHED-E1-TEST-XULDUD-P2048-INTRA-WIDE-v2,2048,79.93288198020309,138.71865361789241,160.82275721384212,1.7354391607229769,2.0119724602657634,69.37217328790575,0.5503742474581236,2048,2048,2048,True
